ball-bearing;humidity;vibration
42.032;74.042;39.625
42.031;74.042;39.613
42.03;74.042;Mrz 96
42.029;74.042;39.588
42.028;74.042;39.575
42.027;74.043;39.562
42.026;74.043;3.955
42.025;74.043;39.538
42.024;74.043;39.525
42.023;74.043;39.513
42.022;74.043;Mrz 95
42.021;74.043;39.487
42.02;74.043;39.475
42.018;74.043;39.463
42.017;74.043;3.945
42.016;74.043;39.438
42.015;74.044;39.425
42.014;74.044;39.412
42.013;74.044;Mrz 94
42.012;74.044;39.388
42.011;74.044;39.375
42.01;74.044;39.363
42.009;74.044;3.935
42.008;74.044;39.337
42.007;74.044;39.325
42.006;74.044;39.313
42.004;74.045;Mrz 93
42.003;74.045;39.288
42.002;74.045;39.275
42.001;74.045;39.262
42;74.045;3.925
41.999;74.045;39.238
41.998;74.045;39.225
41.997;74.045;39.213
41.996;74.045;Mrz 92
41.995;74.046;39.187
41.994;74.046;39.175
41.993;74.046;39.163
41.991;74.046;3.915
41.99;74.046;39.138
41.989;74.046;39.125
41.988;74.046;39.112
41.987;74.046;Mrz 91
41.986;74.046;39.088
41.985;74.046;39.075
41.984;74.047;39.063
41.983;74.047;3.905
41.982;74.047;39.037
41.981;74.047;39.025
41.98;74.047;39.013
41.979;74.047;03. Sep
41.977;74.047;38.988
41.976;74.047;38.975
41.975;74.047;38.962
41.974;74.047;3.895
41.973;74.048;38.938
41.972;74.048;38.925
41.971;74.048;38.913
41.97;74.048;Mrz 89
41.969;74.048;38.887
41.968;74.048;38.875
41.967;74.048;38.863
41.966;74.048;3.885
41.965;74.048;38.838
41.963;74.048;38.825
41.962;74.049;38.812
41.961;74.049;Mrz 88
41.96;74.049;38.788
41.959;74.049;38.775
41.958;74.049;38.763
41.957;74.049;3.875
41.956;74.049;38.737
41.955;74.049;38.725
41.954;74.049;38.712
41.953;74.049;Mrz 87
41.952;74.05;38.688
41.951;74.05;38.675
41.949;74.05;38.662
41.948;74.05;3.865
41.947;74.05;38.637
41.946;74.05;38.625
41.945;74.05;38.613
41.944;74.05;Mrz 86
41.943;74.05;38.587
41.942;74.05;38.575
41.941;74.051;38.562
41.94;74.051;3.855
41.939;74.051;38.538
41.938;74.051;38.525
41.936;74.051;38.512
41.935;74.051;Mrz 85
41.934;74.051;38.487
41.933;74.051;38.475
41.932;74.051;38.463
41.931;74.051;3.845
41.93;74.052;38.437
41.929;74.052;38.425
41.928;74.052;38.412
41.927;74.052;Mrz 84
41.926;74.052;38.388
41.925;74.052;38.375
41.924;74.052;38.362
41.922;74.052;3.835
41.921;74.052;38.337
41.92;74.052;38.325
41.919;74.053;38.313
41.918;74.053;Mrz 83
41.917;74.053;38.287
41.916;74.053;38.275
41.915;74.053;38.262
41.914;74.053;3.825
41.913;74.053;38.238
41.912;74.053;38.225
41.911;74.053;38.212
41.909;74.053;Mrz 82
41.908;74.053;38.187
41.907;74.054;38.175
41.906;74.054;38.163
41.905;74.054;3.815
41.904;74.054;38.137
41.903;74.054;38.125
41.902;74.054;38.112
41.901;74.054;Mrz 81
41.9;74.054;38.088
41.899;74.054;38.075
41.898;74.055;38.062
41.897;74.055;3.805
41.895;74.055;38.037
41.894;74.055;38.025
41.893;74.055;38.013
41.892;74.055;03. Aug
41.891;74.055;37.987
41.89;74.055;37.975
41.889;74.055;37.962
41.888;74.055;3.795
41.887;74.055;37.938
41.886;74.056;37.925
41.885;74.056;37.912
41.884;74.056;Mrz 79
41.882;74.056;37.888
41.881;74.056;37.875
41.88;74.056;37.863
41.879;74.056;3.785
41.878;74.056;37.837
41.877;74.056;37.825
41.876;74.056;37.813
41.875;74.057;Mrz 78
41.874;74.057;37.788
41.873;74.057;37.775
41.872;74.057;37.762
41.871;74.057;3.775
41.87;74.057;37.738
41.868;74.057;37.725
41.867;74.057;37.713
41.866;74.057;Mrz 77
41.865;74.058;37.687
41.864;74.058;37.675
41.863;74.058;37.663
41.862;74.058;3.765
41.861;74.058;37.638
41.86;74.058;37.625
41.859;74.058;37.612
41.858;74.058;Mrz 76
41.857;74.058;37.588
41.855;74.058;37.575
41.854;74.059;37.563
41.853;74.059;3.755
41.852;74.059;37.537
41.851;74.059;37.525
41.85;74.059;37.513
41.849;74.059;Mrz 75
41.848;74.059;37.488
41.847;74.059;37.475
41.846;74.059;37.462
41.845;74.059;3.745
41.844;74.06;37.438
41.843;74.06;37.425
41.841;74.06;37.413
41.84;74.06;Mrz 74
41.839;74.06;37.387
41.838;74.06;37.375
41.837;74.06;37.363
41.836;74.06;3.735
41.835;74.06;37.338
41.834;74.06;37.325
41.833;74.061;37.312
41.832;74.061;Mrz 73
41.831;74.061;37.288
41.83;74.061;37.275
41.828;74.061;37.263
41.827;74.061;3.725
41.826;74.061;37.237
41.825;74.061;37.225
41.824;74.061;37.213
41.823;74.061;Mrz 72
41.822;74.062;37.188
41.821;74.062;37.175
41.82;74.062;37.162
41.819;74.062;3.715
41.818;74.062;37.138
41.817;74.062;37.125
41.816;74.062;37.112
41.814;74.062;Mrz 71
41.813;74.062;37.088
41.812;74.062;37.075
41.811;74.063;37.063
41.81;74.063;3.705
41.809;74.063;37.037
41.808;74.063;37.025
41.807;74.063;37.013
41.806;74.063;03. Jul
41.805;74.063;36.988
41.804;74.063;36.975
41.803;74.063;36.962
41.801;74.063;3.695
41.8;74.064;36.938
41.799;74.064;36.925
41.798;74.064;36.913
41.797;74.064;Mrz 69
41.796;74.064;36.887
41.795;74.064;36.875
41.794;74.064;36.863
41.793;74.064;3.685
41.792;74.064;36.838
41.791;74.064;36.825
41.79;74.065;36.812
41.789;74.065;Mrz 68
41.787;74.065;36.788
41.786;74.065;36.775
41.785;74.065;36.763
41.784;74.065;3.675
41.783;74.065;36.737
41.782;74.065;36.725
41.781;74.065;36.713
41.78;74.065;Mrz 67
41.779;74.066;36.688
41.778;74.066;36.675
41.777;74.066;36.662
41.776;74.066;3.665
41.774;74.066;36.638
41.773;74.066;36.625
41.772;74.066;36.613
41.771;74.066;Mrz 66
41.77;74.066;36.587
41.769;74.066;36.575
41.768;74.067;36.563
41.767;74.067;3.655
41.766;74.067;36.538
41.765;74.067;36.525
41.764;74.067;36.512
41.763;74.067;Mrz 65
41.762;74.067;36.488
41.76;74.067;36.475
41.759;74.067;36.463
41.758;74.067;3.645
41.757;74.068;36.437
41.756;74.068;36.425
41.755;74.068;36.413
41.754;74.068;Mrz 64
41.753;74.068;36.388
41.752;74.068;36.375
41.751;74.068;36.362
41.75;74.068;3.635
41.749;74.068;36.338
41.747;74.068;36.325
41.746;74.069;36.313
41.745;74.069;Mrz 63
41.744;74.069;36.287
41.743;74.069;36.275
41.742;74.069;36.263
41.741;74.069;3.625
41.74;74.069;36.238
41.739;74.069;36.225
41.738;74.069;36.212
41.737;74.069;Mrz 62
41.736;74.07;36.188
41.735;74.07;36.175
41.733;74.07;36.163
41.732;74.07;3.615
41.731;74.07;36.137
41.73;74.07;36.125
41.729;74.07;36.113
41.728;74.07;Mrz 61
41.727;74.07;36.088
41.726;74.07;36.075
41.725;74.071;36.062
41.724;74.071;3.605
41.723;74.071;36.038
41.722;74.071;36.025
41.72;74.071;36.013
41.719;74.071;03. Jun
41.718;74.071;35.987
41.717;74.071;35.975
41.716;74.071;35.963
41.715;74.071;3.595
41.714;74.072;35.938
41.713;74.072;35.925
41.712;74.072;35.912
41.711;74.072;Mrz 59
41.71;74.072;35.888
41.709;74.072;35.875
41.708;74.072;35.863
41.706;74.072;3.585
41.705;74.072;35.837
41.704;74.072;35.825
41.703;74.073;35.813
41.702;74.073;Mrz 58
41.701;74.073;35.788
41.7;74.073;35.775
41.699;74.073;35.762
41.698;74.073;3.575
41.697;74.073;35.738
41.696;74.073;35.725
41.695;74.073;35.713
41.693;74.073;Mrz 57
41.692;74.073;35.687
41.691;74.074;35.675
41.69;74.074;35.663
41.689;74.074;3.565
41.688;74.074;35.638
41.687;74.074;35.625
41.686;74.074;35.612
41.685;74.074;Mrz 56
41.684;74.074;35.587
41.683;74.074;35.575
41.682;74.075;35.563
41.681;74.075;3.555
41.679;74.075;35.537
41.678;74.075;35.525
41.677;74.075;35.512
41.676;74.075;Mrz 55
41.675;74.075;35.488
41.674;74.075;35.475
41.673;74.075;35.462
41.672;74.075;3.545
41.671;74.076;35.437
41.67;74.076;35.425
41.669;74.076;35.413
41.668;74.076;Mrz 54
41.666;74.076;35.387
41.665;74.076;35.375
41.664;74.076;35.362
41.663;74.076;3.535
41.662;74.076;35.338
41.661;74.076;35.325
41.66;74.077;35.312
41.659;74.077;Mrz 53
41.658;74.077;35.287
41.657;74.077;35.275
41.656;74.077;35.263
41.655;74.077;3.525
41.654;74.077;35.237
41.652;74.077;35.225
41.651;74.077;35.212
41.65;74.077;Mrz 52
41.649;74.078;35.188
41.648;74.078;35.175
41.647;74.078;35.162
41.646;74.078;3.515
41.645;74.078;35.137
41.644;74.078;35.125
41.643;74.078;35.113
41.642;74.078;Mrz 51
41.641;74.078;35.087
41.639;74.078;35.075
41.638;74.079;35.062
41.637;74.079;3.505
41.636;74.079;35.038
41.635;74.079;35.025
41.634;74.079;35.012
41.633;74.079;03. Mai
41.632;74.079;34.987
41.631;74.079;34.975
41.63;74.079;34.963
41.629;74.079;3.495
41.628;74.08;34.937
41.627;74.08;34.925
41.625;74.08;34.912
41.624;74.08;Mrz 49
41.623;74.08;34.888
41.622;74.08;34.875
41.621;74.08;34.862
41.62;74.08;3.485
41.619;74.08;34.837
41.618;74.08;34.825
41.617;74.081;34.813
41.616;74.081;Mrz 48
41.615;74.081;34.787
41.614;74.081;34.775
41.612;74.081;34.763
41.611;74.081;3.475
41.61;74.081;34.738
41.609;74.081;34.725
41.608;74.081;34.712
41.607;74.081;Mrz 47
41.606;74.082;34.688
41.605;74.082;34.675
41.604;74.082;34.663
41.603;74.082;3.465
41.602;74.082;34.637
41.601;74.082;34.625
41.6;74.082;34.613
41.598;74.082;Mrz 46
41.597;74.082;34.588
41.596;74.082;34.575
41.595;74.083;34.562
41.594;74.083;3.455
41.593;74.083;34.538
41.592;74.083;34.525
41.591;74.083;34.513
41.59;74.083;Mrz 45
41.589;74.083;34.487
41.588;74.083;34.475
41.587;74.083;34.463
41.585;74.083;3.445
41.584;74.084;34.438
41.583;74.084;34.425
41.582;74.084;34.412
41.581;74.084;Mrz 44
41.58;74.084;34.388
41.579;74.084;34.375
41.578;74.084;34.363
41.577;74.084;3.435
41.576;74.084;34.337
41.575;74.084;34.325
41.574;74.085;34.313
41.573;74.085;Mrz 43
41.571;74.085;34.288
41.57;74.085;34.275
41.569;74.085;34.262
41.568;74.085;3.425
41.567;74.085;34.238
41.566;74.085;34.225
41.565;74.085;34.213
41.564;74.085;Mrz 42
41.563;74.085;34.187
41.562;74.086;34.175
41.561;74.086;34.163
41.56;74.086;3.415
41.558;74.086;34.138
41.557;74.086;34.125
41.556;74.086;34.112
41.555;74.086;Mrz 41
41.554;74.086;34.088
41.553;74.086;34.075
41.552;74.087;34.063
41.551;74.087;3.405
41.55;74.087;34.037
41.549;74.087;34.025
41.548;74.087;34.013
41.547;74.087;03. Apr
41.546;74.087;33.987
41.544;74.087;33.975
41.543;74.087;33.963
41.542;74.087;3.395
41.541;74.088;33.938
41.54;74.088;33.925
41.539;74.088;33.912
41.538;74.088;Mrz 39
41.537;74.088;33.888
41.536;74.088;33.875
41.535;74.088;33.863
41.534;74.088;3.385
41.533;74.088;33.837
41.531;74.088;33.825
41.53;74.089;33.813
41.529;74.089;Mrz 38
41.528;74.089;33.788
41.527;74.089;33.775
41.526;74.089;33.762
41.525;74.089;3.375
41.524;74.089;33.738
41.523;74.089;33.725
41.522;74.089;33.713
41.521;74.089;Mrz 37
41.52;74.09;33.687
41.519;74.09;33.675
41.517;74.09;33.663
41.516;74.09;3.365
41.515;74.09;33.638
41.514;74.09;33.625
41.513;74.09;33.612
41.512;74.09;Mrz 36
41.511;74.09;33.588
41.51;74.09;33.575
41.509;74.091;33.563
41.508;74.091;3.355
41.507;74.091;33.537
41.506;74.091;33.525
41.504;74.091;33.513
41.503;74.091;Mrz 35
41.502;74.091;33.488
41.501;74.091;33.475
41.5;74.091;33.462
41.499;74.091;3.345
41.498;74.091;33.438
41.497;74.092;33.425
41.496;74.092;33.413
41.495;74.092;Mrz 34
41.494;74.092;33.387
41.493;74.092;33.375
41.492;74.092;33.363
41.49;74.092;3.335
41.489;74.092;33.338
41.488;74.092;33.325
41.487;74.093;33.312
41.486;74.093;Mrz 33
41.485;74.093;33.288
41.484;74.093;33.275
41.483;74.093;33.263
41.482;74.093;3.325
41.481;74.093;33.237
41.48;74.093;33.225
41.479;74.093;33.213
41.477;74.093;Mrz 32
41.476;74.094;33.188
41.475;74.094;33.175
41.474;74.094;33.162
41.473;74.094;3.315
41.472;74.094;33.138
41.471;74.094;33.125
41.47;74.094;33.113
41.469;74.094;Mrz 31
41.468;74.094;33.087
41.467;74.094;33.075
41.466;74.095;33.063
41.465;74.095;3.305
41.463;74.095;33.038
41.462;74.095;33.025
41.461;74.095;33.012
41.46;74.095;03. Mrz
41.459;74.095;32.988
41.458;74.095;32.975
41.457;74.095;32.963
41.456;74.095;3.295
41.455;74.096;32.937
41.454;74.096;32.925
41.453;74.096;32.913
41.452;74.096;Mrz 29
41.45;74.096;32.888
41.449;74.096;32.875
41.448;74.096;32.862
41.447;74.096;3.285
41.446;74.096;32.838
41.445;74.096;32.825
41.444;74.096;32.813
41.443;74.097;Mrz 28
41.442;74.097;32.787
41.441;74.097;32.775
41.44;74.097;32.763
41.439;74.097;3.275
41.438;74.097;32.738
41.436;74.097;32.725
41.435;74.097;32.712
41.434;74.097;Mrz 27
41.433;74.097;32.688
41.432;74.098;32.675
41.431;74.098;32.663
41.43;74.098;3.265
41.429;74.098;32.637
41.428;74.098;32.625
41.427;74.098;32.613
41.426;74.098;Mrz 26
41.425;74.098;32.588
41.423;74.098;32.575
41.422;74.099;32.562
41.421;74.099;3.255
41.42;74.099;32.538
41.419;74.099;32.525
41.418;74.099;32.513
41.417;74.099;Mrz 25
41.416;74.099;32.487
41.415;74.099;32.475
41.414;74.099;32.462
41.413;74.099;3.245
41.412;74.1;32.438
41.411;74.1;32.425
41.409;74.1;32.412
41.408;74.1;Mrz 24
41.407;74.1;32.387
41.406;74.1;32.375
41.405;74.1;32.363
41.404;74.1;3.235
41.403;74.1;32.337
41.402;74.1;32.325
41.401;74.1;32.312
41.4;74.101;Mrz 23
41.399;74.101;32.288
41.398;74.101;32.275
41.396;74.101;32.262
41.395;74.101;3.225
41.394;74.101;32.237
41.393;74.101;32.225
41.392;74.101;32.213
41.391;74.101;Mrz 22
41.39;74.102;32.187
41.389;74.102;32.175
41.388;74.102;32.162
41.387;74.102;3.215
41.386;74.102;32.138
41.385;74.102;32.125
41.384;74.102;32.112
41.382;74.102;Mrz 21
41.381;74.102;32.087
41.38;74.102;32.075
41.379;74.103;32.063
41.378;74.103;3.205
41.377;74.103;32.037
41.376;74.103;32.025
41.375;74.103;32.012
41.374;74.103;03. Feb
41.373;74.103;31.988
41.372;74.103;31.975
41.371;74.103;31.962
41.369;74.103;3.195
41.368;74.103;31.937
41.367;74.104;31.925
41.366;74.104;31.913
41.365;74.104;Mrz 19
41.364;74.104;31.887
41.363;74.104;31.875
41.362;74.104;31.862
41.361;74.104;3.185
41.36;74.104;31.838
41.359;74.104;31.825
41.358;74.105;31.812
41.357;74.105;Mrz 18
41.355;74.105;31.787
41.354;74.105;31.775
41.353;74.105;31.763
41.352;74.105;3.175
41.351;74.105;31.737
41.35;74.105;31.725
41.349;74.105;31.712
41.348;74.105;Mrz 17
41.347;74.105;31.688
41.346;74.106;31.675
41.345;74.106;31.662
41.344;74.106;3.165
41.342;74.106;31.637
41.341;74.106;31.625
41.34;74.106;31.613
41.339;74.106;Mrz 16
41.338;74.106;31.587
41.337;74.106;31.575
41.336;74.107;31.563
41.335;74.107;3.155
41.334;74.107;31.538
41.333;74.107;31.525
41.332;74.107;31.512
41.331;74.107;Mrz 15
41.33;74.107;31.488
41.328;74.107;31.475
41.327;74.107;31.463
41.326;74.107;3.145
41.325;74.108;31.437
41.324;74.108;31.425
41.323;74.108;31.413
41.322;74.108;Mrz 14
41.321;74.108;31.388
41.32;74.108;31.375
41.319;74.108;31.362
41.318;74.108;3.135
41.317;74.108;31.338
41.315;74.108;31.325
41.314;74.109;31.313
41.313;74.109;Mrz 13
41.312;74.109;31.287
41.311;74.109;31.275
41.31;74.109;31.263
41.309;74.109;3.125
41.308;74.109;31.238
41.307;74.109;31.225
41.306;74.109;31.212
41.305;74.109;03. Dez
41.304;74.109;31.188
41.303;74.11;31.175
41.301;74.11;31.163
41.3;74.11;3.115
41.299;74.11;31.137
41.298;74.11;31.125
41.297;74.11;31.113
41.296;74.11;03. Nov
41.295;74.11;31.088
41.294;74.11;31.075
41.293;74.111;31.062
41.292;74.111;3.105
41.291;74.111;31.038
41.29;74.111;31.025
41.288;74.111;31.013
41.287;74.111;03. Jan
41.286;74.111;30.987
41.285;74.111;30.975
41.284;74.111;30.963
41.283;74.111;3.095
41.282;74.112;30.938
41.281;74.112;30.925
41.28;74.112;30.912
41.279;74.112;03. Sep
41.278;74.112;30.888
41.277;74.112;30.875
41.276;74.112;30.862
41.274;74.112;3.085
41.273;74.112;30.838
41.272;74.112;30.825
41.271;74.112;30.813
41.27;74.113;03. Aug
41.269;74.113;30.787
41.268;74.113;30.775
41.267;74.113;30.763
41.266;74.113;3.075
41.265;74.113;30.738
41.264;74.113;30.725
41.263;74.113;30.712
41.261;74.113;03. Jul
41.26;74.114;30.688
41.259;74.114;30.675
41.258;74.114;30.663
41.257;74.114;3.065
41.256;74.114;30.637
41.255;74.114;30.625
41.254;74.114;30.613
41.253;74.114;03. Jun
41.252;74.114;30.588
41.251;74.114;30.575
41.25;74.115;30.562
41.249;74.115;3.055
41.247;74.115;30.538
41.246;74.115;30.525
41.245;74.115;30.513
41.244;74.115;03. Mai
41.243;74.115;30.487
41.242;74.115;30.475
41.241;74.115;30.463
41.24;74.115;3.045
41.239;74.115;30.438
41.238;74.116;30.425
41.237;74.116;30.412
41.236;74.116;03. Apr
41.234;74.116;30.388
41.233;74.116;30.375
41.232;74.116;30.363
41.231;74.116;3.035
41.23;74.116;30.337
41.229;74.116;30.325
41.228;74.117;30.313
41.227;74.117;03. Mrz
41.226;74.117;30.288
41.225;74.117;30.275
41.224;74.117;30.262
41.223;74.117;3.025
41.222;74.117;30.238
41.22;74.117;30.225
41.219;74.117;30.213
41.218;74.117;03. Feb
41.217;74.118;30.187
41.216;74.118;30.175
41.215;74.118;30.163
41.214;74.118;3.015
41.213;74.118;30.138
41.212;74.118;30.125
41.211;74.118;30.112
41.21;74.118;03. Jan
41.209;74.118;30.088
41.207;74.118;30.075
41.206;74.119;30.063
41.205;74.119;3.005
41.204;74.119;30.037
41.203;74.119;30.025
41.202;74.119;30.013
41.201;74.119;3
41.2;74.119;29.988
41.199;74.119;29.975
41.198;74.119;29.962
41.197;74.119;2.995
41.196;74.12;29.938
41.195;74.12;29.925
41.193;74.12;29.913
41.192;74.12;Feb 99
41.191;74.12;29.887
41.19;74.12;29.875
41.189;74.12;29.863
41.188;74.12;2.985
41.187;74.12;29.838
41.186;74.12;29.825
41.185;74.12;29.812
41.184;74.121;Feb 98
41.183;74.121;29.788
41.182;74.121;29.775
41.18;74.121;29.763
41.179;74.121;2.975
41.178;74.121;29.737
41.177;74.121;29.725
41.176;74.121;29.713
41.175;74.121;Feb 97
41.174;74.121;29.688
41.173;74.122;29.675
41.172;74.122;29.662
41.171;74.122;2.965
41.17;74.122;29.638
41.169;74.122;29.625
41.168;74.122;29.613
41.166;74.122;Feb 96
41.165;74.122;29.587
41.164;74.122;29.575
41.163;74.123;29.563
41.162;74.123;2.955
41.161;74.123;29.538
41.16;74.123;29.525
41.159;74.123;29.512
41.158;74.123;Feb 95
41.157;74.123;29.488
41.156;74.123;29.475
41.155;74.123;29.463
41.153;74.123;2.945
41.152;74.124;29.437
41.151;74.124;29.425
41.15;74.124;29.413
41.149;74.124;Feb 94
41.148;74.124;29.388
41.147;74.124;29.375
41.146;74.124;29.362
41.145;74.124;2.935
41.144;74.124;29.337
41.143;74.124;29.325
41.142;74.124;29.313
41.141;74.125;Feb 93
41.139;74.125;29.287
41.138;74.125;29.275
41.137;74.125;29.262
41.136;74.125;2.925
41.135;74.125;29.238
41.134;74.125;29.225
41.133;74.125;29.212
41.132;74.125;Feb 92
41.131;74.126;29.187
41.13;74.126;29.175
41.129;74.126;29.163
41.128;74.126;2.915
41.126;74.126;29.137
41.125;74.126;29.125
41.124;74.126;29.112
41.123;74.126;Feb 91
41.122;74.126;29.088
41.121;74.126;29.075
41.12;74.126;29.062
41.119;74.127;2.905
41.118;74.127;29.037
41.117;74.127;29.025
41.116;74.127;29.013
41.115;74.127;02. Sep
41.114;74.127;28.987
41.112;74.127;28.975
41.111;74.127;28.962
41.11;74.127;2.895
41.109;74.127;28.938
41.108;74.128;28.925
41.107;74.128;28.912
41.106;74.128;Feb 89
41.105;74.128;28.887
41.104;74.128;28.875
41.103;74.128;28.863
41.102;74.128;2.885
41.101;74.128;28.837
41.099;74.128;28.825
41.098;74.129;28.812
41.097;74.129;Feb 88
41.096;74.129;28.788
41.095;74.129;28.775
41.094;74.129;28.762
41.093;74.129;2.875
41.092;74.129;28.737
41.091;74.129;28.725
41.09;74.129;28.713
41.089;74.129;Feb 87
41.088;74.13;28.687
41.087;74.13;28.675
41.085;74.13;28.662
41.084;74.13;2.865
41.083;74.13;28.638
41.082;74.13;28.625
41.081;74.13;28.612
41.08;74.13;Feb 86
41.079;74.13;28.587
41.078;74.13;28.575
41.077;74.131;28.563
41.076;74.131;2.855
41.075;74.131;28.537
41.074;74.131;28.525
41.072;74.131;28.512
41.071;74.131;Feb 85
41.07;74.131;28.488
41.069;74.131;28.475
41.068;74.131;28.462
41.067;74.131;2.845
41.066;74.132;28.438
41.065;74.132;28.425
41.064;74.132;28.413
41.063;74.132;Feb 84
41.062;74.132;28.387
41.061;74.132;28.375
41.06;74.132;28.363
41.058;74.132;2.835
41.057;74.132;28.338
41.056;74.132;28.325
41.055;74.133;28.312
41.054;74.133;Feb 83
41.053;74.133;28.288
41.052;74.133;28.275
41.051;74.133;28.263
41.05;74.133;2.825
41.049;74.133;28.237
41.048;74.133;28.225
41.047;74.133;28.213
41.045;74.133;Feb 82
41.044;74.133;28.188
41.043;74.134;28.175
41.042;74.134;28.162
41.041;74.134;2.815
41.04;74.134;28.138
41.039;74.134;28.125
41.038;74.134;28.113
41.037;74.134;Feb 81
41.036;74.134;28.087
41.035;74.134;28.075
41.034;74.135;28.063
41.033;74.135;2.805
41.031;74.135;28.038
41.03;74.135;28.025
41.029;74.135;28.012
41.028;74.135;02. Aug
41.027;74.135;27.988
41.026;74.135;27.975
41.025;74.135;27.963
41.024;74.135;2.795
41.023;74.136;27.937
41.022;74.136;27.925
41.021;74.136;27.913
41.02;74.136;Feb 79
41.018;74.136;27.888
41.017;74.136;27.875
41.016;74.136;27.862
41.015;74.136;2.785
41.014;74.136;27.838
41.013;74.136;27.825
41.012;74.136;27.813
41.011;74.137;Feb 78
41.01;74.137;27.787
41.009;74.137;27.775
41.008;74.137;27.763
41.007;74.137;2.775
41.006;74.137;27.737
41.004;74.137;27.725
41.003;74.137;27.713
41.002;74.137;Feb 77
41.001;74.137;27.688
41;74.138;27.675
40.999;74.138;27.662
40.998;74.138;2.765
40.997;74.138;27.638
40.996;74.138;27.625
40.995;74.138;27.613
40.994;74.138;Feb 76
40.993;74.138;27.587
40.991;74.138;27.575
40.99;74.139;27.563
40.989;74.139;2.755
40.988;74.139;27.538
40.987;74.139;27.525
40.986;74.139;27.512
40.985;74.139;Feb 75
40.984;74.139;27.488
40.983;74.139;27.475
40.982;74.139;27.463
40.981;74.139;2.745
40.98;74.139;27.437
40.979;74.14;27.425
40.977;74.14;27.413
40.976;74.14;Feb 74
40.975;74.14;27.388
40.974;74.14;27.375
40.973;74.14;27.362
40.972;74.14;2.735
40.971;74.14;27.338
40.97;74.14;27.325
40.969;74.141;27.313
40.968;74.141;Feb 73
40.967;74.141;27.287
40.966;74.141;27.275
40.964;74.141;27.263
40.963;74.141;2.725
40.962;74.141;27.238
40.961;74.141;27.225
40.96;74.141;27.212
40.959;74.141;Feb 72
40.958;74.141;27.188
40.957;74.142;27.175
40.956;74.142;27.163
40.955;74.142;2.715
40.954;74.142;27.137
40.953;74.142;27.125
40.952;74.142;27.113
40.95;74.142;Feb 71
40.949;74.142;27.088
40.948;74.142;27.075
40.947;74.143;27.062
40.946;74.143;2.705
40.945;74.143;27.038
40.944;74.143;27.025
40.943;74.143;27.013
40.942;74.143;02. Jul
40.941;74.143;26.987
40.94;74.143;26.975
40.939;74.143;26.963
40.937;74.143;2.695
40.936;74.144;26.938
40.935;74.144;26.925
40.934;74.144;26.912
40.933;74.144;Feb 69
40.932;74.144;26.888
40.931;74.144;26.875
40.93;74.144;26.863
40.929;74.144;2.685
40.928;74.144;26.837
40.927;74.144;26.825
40.926;74.144;26.813
40.925;74.145;Feb 68
40.923;74.145;26.788
40.922;74.145;26.775
40.921;74.145;26.762
40.92;74.145;2.675
40.919;74.145;26.738
40.918;74.145;26.725
40.917;74.145;26.713
40.916;74.145;Feb 67
40.915;74.145;26.687
40.914;74.146;26.675
40.913;74.146;26.663
40.912;74.146;2.665
40.91;74.146;26.638
40.909;74.146;26.625
40.908;74.146;26.612
40.907;74.146;Feb 66
40.906;74.146;26.588
40.905;74.146;26.575
40.904;74.147;26.563
40.903;74.147;2.655
40.902;74.147;26.537
40.901;74.147;26.525
40.9;74.147;26.513
40.899;74.147;Feb 65
40.898;74.147;26.488
40.896;74.147;26.475
40.895;74.147;26.462
40.894;74.147;2.645
40.893;74.148;26.438
40.892;74.148;26.425
40.891;74.148;26.413
40.89;74.148;Feb 64
40.889;74.148;26.387
40.888;74.148;26.375
40.887;74.148;26.363
40.886;74.148;2.635
40.885;74.148;26.338
40.883;74.148;26.325
40.882;74.148;26.312
40.881;74.149;Feb 63
40.88;74.149;26.288
40.879;74.149;26.275
40.878;74.149;26.263
40.877;74.149;2.625
40.876;74.149;26.237
40.875;74.149;26.225
40.874;74.149;26.212
40.873;74.149;Feb 62
40.872;74.149;26.188
40.871;74.15;26.175
40.869;74.15;26.162
40.868;74.15;2.615
40.867;74.15;26.137
40.866;74.15;26.125
40.865;74.15;26.113
40.864;74.15;Feb 61
40.863;74.15;26.087
40.862;74.15;26.075
40.861;74.151;26.062
40.86;74.151;2.605
40.859;74.151;26.038
40.858;74.151;26.025
40.856;74.151;26.012
40.855;74.151;02. Jun
40.854;74.151;25.987
40.853;74.151;25.975
40.852;74.151;25.963
40.851;74.151;2.595
40.85;74.151;25.937
40.849;74.152;25.925
40.848;74.152;25.912
40.847;74.152;Feb 59
40.846;74.152;25.888
40.845;74.152;25.875
40.844;74.152;25.862
40.842;74.152;2.585
40.841;74.152;25.837
40.84;74.152;25.825
40.839;74.153;25.813
40.838;74.153;Feb 58
40.837;74.153;25.787
40.836;74.153;25.775
40.835;74.153;25.762
40.834;74.153;2.575
40.833;74.153;25.738
40.832;74.153;25.725
40.831;74.153;25.712
40.829;74.153;Feb 57
40.828;74.153;25.687
40.827;74.154;25.675
40.826;74.154;25.663
40.825;74.154;2.565
40.824;74.154;25.637
40.823;74.154;25.625
40.822;74.154;25.612
40.821;74.154;Feb 56
40.82;74.154;25.588
40.819;74.154;25.575
40.818;74.154;25.562
40.817;74.155;2.555
40.815;74.155;25.537
40.814;74.155;25.525
40.813;74.155;25.513
40.812;74.155;Feb 55
40.811;74.155;25.487
40.81;74.155;25.475
40.809;74.155;25.462
40.808;74.155;2.545
